Grupos ECOICOP	Tipo de dato	Periodo	Total
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2024M03	1,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2024M02	1,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2024M01	1,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M12	2,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M11	2,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M10	3,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M09	3,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M08	4,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M07	4,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M06	5,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M05	5,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M04	6,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M03	7,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M02	7,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2023M01	7,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M12	8,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M11	8,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M10	8,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M09	7,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M08	7,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M07	7,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M06	6,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M05	5,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M04	5,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M03	4,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M02	3,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2022M01	2,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M12	2,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M11	1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M10	1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M09	0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M08	0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M07	0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M06	0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M05	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M04	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M03	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M02	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2021M01	0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2020M12	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2020M11	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación anual	2020M10	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M10	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M09	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M08	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M07	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M06	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M05	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M04	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M03	0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M02	-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2025M01	-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M12	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M11	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M10	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M09	0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M08	-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M07	-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M06	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M05	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M04	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M03	0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M02	-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2024M01	-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M12	2,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M11	1,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M10	1,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M09	1,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M08	1,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M07	1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M06	2,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M05	1,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M04	1,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M03	0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M02	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2023M01	0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M12	8,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M11	7,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M10	6,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M09	6,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M08	5,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M07	5,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M06	5,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M05	4,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M04	3,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M03	2,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M02	1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2022M01	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M12	2,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M11	1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M10	1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M09	0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M08	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M07	0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M06	0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M05	0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M04	0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M03	-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M02	-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2021M01	-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2020M12	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2020M11	0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación en lo que va de año	2020M10	0,2
06 Sanidad	Índice	2025M10	107,786
06 Sanidad	Índice	2025M09	107,615
06 Sanidad	Índice	2025M08	107,515
06 Sanidad	Índice	2025M07	107,507
06 Sanidad	Índice	2025M06	107,368
06 Sanidad	Índice	2025M05	107,190
06 Sanidad	Índice	2025M04	107,044
06 Sanidad	Índice	2025M03	106,634
06 Sanidad	Índice	2025M02	106,247
06 Sanidad	Índice	2025M01	106,028
06 Sanidad	Índice	2024M12	105,680
06 Sanidad	Índice	2024M11	105,573
06 Sanidad	Índice	2024M10	105,497
06 Sanidad	Índice	2024M09	105,513
06 Sanidad	Índice	2024M08	105,432
06 Sanidad	Índice	2024M07	105,363
06 Sanidad	Índice	2024M06	105,153
06 Sanidad	Índice	2024M05	105,146
06 Sanidad	Índice	2024M04	104,900
06 Sanidad	Índice	2024M03	104,598
06 Sanidad	Índice	2024M02	104,269
06 Sanidad	Índice	2024M01	103,942
06 Sanidad	Índice	2023M12	103,748
06 Sanidad	Índice	2023M11	103,655
06 Sanidad	Índice	2023M10	103,527
06 Sanidad	Índice	2023M09	103,483
06 Sanidad	Índice	2023M08	103,347
06 Sanidad	Índice	2023M07	103,306
06 Sanidad	Índice	2023M06	103,073
06 Sanidad	Índice	2023M05	102,858
06 Sanidad	Índice	2023M04	102,722
06 Sanidad	Índice	2023M03	102,424
06 Sanidad	Índice	2023M02	102,051
06 Sanidad	Índice	2023M01	101,743
06 Sanidad	Índice	2022M12	101,507
06 Sanidad	Índice	2022M11	101,493
06 Sanidad	Índice	2022M10	101,303
06 Sanidad	Índice	2022M09	101,332
06 Sanidad	Índice	2022M08	101,198
06 Sanidad	Índice	2022M07	101,225
06 Sanidad	Índice	2022M06	101,093
06 Sanidad	Índice	2022M05	101,073
06 Sanidad	Índice	2022M04	101,074
06 Sanidad	Índice	2022M03	100,852
06 Sanidad	Índice	2022M02	100,575
06 Sanidad	Índice	2022M01	100,500
06 Sanidad	Índice	2021M12	100,499
06 Sanidad	Índice	2021M11	100,297
06 Sanidad	Índice	2021M10	100,182
06 Sanidad	Índice	2021M09	100,193
06 Sanidad	Índice	2021M08	100,126
06 Sanidad	Índice	2021M07	100,145
06 Sanidad	Índice	2021M06	100,037
06 Sanidad	Índice	2021M05	99,850
06 Sanidad	Índice	2021M04	99,753
06 Sanidad	Índice	2021M03	99,714
06 Sanidad	Índice	2021M02	99,583
06 Sanidad	Índice	2021M01	99,620
06 Sanidad	Índice	2020M12	99,649
06 Sanidad	Índice	2020M11	99,543
06 Sanidad	Índice	2020M10	99,328
06 Sanidad	Variación mensual	2025M10	0,2
06 Sanidad	Variación mensual	2025M09	0,1
06 Sanidad	Variación mensual	2025M08	0,0
06 Sanidad	Variación mensual	2025M07	0,1
06 Sanidad	Variación mensual	2025M06	0,2
06 Sanidad	Variación mensual	2025M05	0,1
06 Sanidad	Variación mensual	2025M04	0,4
06 Sanidad	Variación mensual	2025M03	0,4
06 Sanidad	Variación mensual	2025M02	0,2
06 Sanidad	Variación mensual	2025M01	0,3
06 Sanidad	Variación mensual	2024M12	0,1
06 Sanidad	Variación mensual	2024M11	0,1
06 Sanidad	Variación mensual	2024M10	0,0
06 Sanidad	Variación mensual	2024M09	0,1
06 Sanidad	Variación mensual	2024M08	0,1
06 Sanidad	Variación mensual	2024M07	0,2
06 Sanidad	Variación mensual	2024M06	0,0
06 Sanidad	Variación mensual	2024M05	0,2
06 Sanidad	Variación mensual	2024M04	0,3
06 Sanidad	Variación mensual	2024M03	0,3
06 Sanidad	Variación mensual	2024M02	0,3
06 Sanidad	Variación mensual	2024M01	0,2
06 Sanidad	Variación mensual	2023M12	0,1
06 Sanidad	Variación mensual	2023M11	0,1
06 Sanidad	Variación mensual	2023M10	0,0
06 Sanidad	Variación mensual	2023M09	0,1
06 Sanidad	Variación mensual	2023M08	0,0
06 Sanidad	Variación mensual	2023M07	0,2
06 Sanidad	Variación mensual	2023M06	0,2
06 Sanidad	Variación mensual	2023M05	0,1
06 Sanidad	Variación mensual	2023M04	0,3
06 Sanidad	Variación mensual	2023M03	0,4
06 Sanidad	Variación mensual	2023M02	0,3
06 Sanidad	Variación mensual	2023M01	0,2
06 Sanidad	Variación mensual	2022M12	0,0
06 Sanidad	Variación mensual	2022M11	0,2
06 Sanidad	Variación mensual	2022M10	0,0
06 Sanidad	Variación mensual	2022M09	0,1
06 Sanidad	Variación mensual	2022M08	0,0
06 Sanidad	Variación mensual	2022M07	0,1
06 Sanidad	Variación mensual	2022M06	0,0
06 Sanidad	Variación mensual	2022M05	0,0
06 Sanidad	Variación mensual	2022M04	0,2
06 Sanidad	Variación mensual	2022M03	0,3
06 Sanidad	Variación mensual	2022M02	0,1
06 Sanidad	Variación mensual	2022M01	0,0
06 Sanidad	Variación mensual	2021M12	0,2
06 Sanidad	Variación mensual	2021M11	0,1
06 Sanidad	Variación mensual	2021M10	0,0
06 Sanidad	Variación mensual	2021M09	0,1
06 Sanidad	Variación mensual	2021M08	0,0
06 Sanidad	Variación mensual	2021M07	0,1
06 Sanidad	Variación mensual	2021M06	0,2
06 Sanidad	Variación mensual	2021M05	0,1
06 Sanidad	Variación mensual	2021M04	0,0
06 Sanidad	Variación mensual	2021M03	0,1
06 Sanidad	Variación mensual	2021M02	0,0
06 Sanidad	Variación mensual	2021M01	0,0
06 Sanidad	Variación mensual	2020M12	0,1
06 Sanidad	Variación mensual	2020M11	0,2
06 Sanidad	Variación mensual	2020M10	-0,1
06 Sanidad	Variación anual	2025M10	2,2
06 Sanidad	Variación anual	2025M09	2,0
06 Sanidad	Variación anual	2025M08	2,0
06 Sanidad	Variación anual	2025M07	2,0
06 Sanidad	Variación anual	2025M06	2,1
06 Sanidad	Variación anual	2025M05	1,9
06 Sanidad	Variación anual	2025M04	2,0
06 Sanidad	Variación anual	2025M03	1,9
06 Sanidad	Variación anual	2025M02	1,9
06 Sanidad	Variación anual	2025M01	2,0
06 Sanidad	Variación anual	2024M12	1,9
06 Sanidad	Variación anual	2024M11	1,9
06 Sanidad	Variación anual	2024M10	1,9
06 Sanidad	Variación anual	2024M09	2,0
06 Sanidad	Variación anual	2024M08	2,0
06 Sanidad	Variación anual	2024M07	2,0
06 Sanidad	Variación anual	2024M06	2,0
06 Sanidad	Variación anual	2024M05	2,2
06 Sanidad	Variación anual	2024M04	2,1
06 Sanidad	Variación anual	2024M03	2,1
06 Sanidad	Variación anual	2024M02	2,2
06 Sanidad	Variación anual	2024M01	2,2
06 Sanidad	Variación anual	2023M12	2,2
06 Sanidad	Variación anual	2023M11	2,1
06 Sanidad	Variación anual	2023M10	2,2
06 Sanidad	Variación anual	2023M09	2,1
06 Sanidad	Variación anual	2023M08	2,1
06 Sanidad	Variación anual	2023M07	2,1
06 Sanidad	Variación anual	2023M06	2,0
06 Sanidad	Variación anual	2023M05	1,8
06 Sanidad	Variación anual	2023M04	1,6
06 Sanidad	Variación anual	2023M03	1,6
06 Sanidad	Variación anual	2023M02	1,5
06 Sanidad	Variación anual	2023M01	1,2
06 Sanidad	Variación anual	2022M12	1,0
06 Sanidad	Variación anual	2022M11	1,2
06 Sanidad	Variación anual	2022M10	1,1
06 Sanidad	Variación anual	2022M09	1,1
06 Sanidad	Variación anual	2022M08	1,1
06 Sanidad	Variación anual	2022M07	1,1
06 Sanidad	Variación anual	2022M06	1,1
06 Sanidad	Variación anual	2022M05	1,2
06 Sanidad	Variación anual	2022M04	1,3
06 Sanidad	Variación anual	2022M03	1,1
06 Sanidad	Variación anual	2022M02	1,0
06 Sanidad	Variación anual	2022M01	0,9
06 Sanidad	Variación anual	2021M12	0,9
06 Sanidad	Variación anual	2021M11	0,8
06 Sanidad	Variación anual	2021M10	0,9
06 Sanidad	Variación anual	2021M09	0,8
06 Sanidad	Variación anual	2021M08	0,7
06 Sanidad	Variación anual	2021M07	0,6
06 Sanidad	Variación anual	2021M06	0,8
06 Sanidad	Variación anual	2021M05	0,6
06 Sanidad	Variación anual	2021M04	0,6
06 Sanidad	Variación anual	2021M03	0,6
06 Sanidad	Variación anual	2021M02	0,5
06 Sanidad	Variación anual	2021M01	0,5
06 Sanidad	Variación anual	2020M12	0,5
06 Sanidad	Variación anual	2020M11	0,4
06 Sanidad	Variación anual	2020M10	0,3
06 Sanidad	Variación en lo que va de año	2025M10	2,0
06 Sanidad	Variación en lo que va de año	2025M09	1,8
06 Sanidad	Variación en lo que va de año	2025M08	1,7
06 Sanidad	Variación en lo que va de año	2025M07	1,7
06 Sanidad	Variación en lo que va de año	2025M06	1,6
06 Sanidad	Variación en lo que va de año	2025M05	1,4
06 Sanidad	Variación en lo que va de año	2025M04	1,3
06 Sanidad	Variación en lo que va de año	2025M03	0,9
06 Sanidad	Variación en lo que va de año	2025M02	0,5
06 Sanidad	Variación en lo que va de año	2025M01	0,3
06 Sanidad	Variación en lo que va de año	2024M12	1,9
06 Sanidad	Variación en lo que va de año	2024M11	1,8
06 Sanidad	Variación en lo que va de año	2024M10	1,7
06 Sanidad	Variación en lo que va de año	2024M09	1,7
06 Sanidad	Variación en lo que va de año	2024M08	1,6
06 Sanidad	Variación en lo que va de año	2024M07	1,6
06 Sanidad	Variación en lo que va de año	2024M06	1,4
06 Sanidad	Variación en lo que va de año	2024M05	1,3
06 Sanidad	Variación en lo que va de año	2024M04	1,1
06 Sanidad	Variación en lo que va de año	2024M03	0,8
06 Sanidad	Variación en lo que va de año	2024M02	0,5
06 Sanidad	Variación en lo que va de año	2024M01	0,2
06 Sanidad	Variación en lo que va de año	2023M12	2,2
06 Sanidad	Variación en lo que va de año	2023M11	2,1
06 Sanidad	Variación en lo que va de año	2023M10	2,0
06 Sanidad	Variación en lo que va de año	2023M09	1,9
06 Sanidad	Variación en lo que va de año	2023M08	1,8
06 Sanidad	Variación en lo que va de año	2023M07	1,8
06 Sanidad	Variación en lo que va de año	2023M06	1,5
06 Sanidad	Variación en lo que va de año	2023M05	1,3
06 Sanidad	Variación en lo que va de año	2023M04	1,2
06 Sanidad	Variación en lo que va de año	2023M03	0,9
06 Sanidad	Variación en lo que va de año	2023M02	0,5
06 Sanidad	Variación en lo que va de año	2023M01	0,2
06 Sanidad	Variación en lo que va de año	2022M12	1,0
06 Sanidad	Variación en lo que va de año	2022M11	1,0
06 Sanidad	Variación en lo que va de año	2022M10	0,8
06 Sanidad	Variación en lo que va de año	2022M09	0,8
06 Sanidad	Variación en lo que va de año	2022M08	0,7
06 Sanidad	Variación en lo que va de año	2022M07	0,7
06 Sanidad	Variación en lo que va de año	2022M06	0,6
06 Sanidad	Variación en lo que va de año	2022M05	0,6
06 Sanidad	Variación en lo que va de año	2022M04	0,6
06 Sanidad	Variación en lo que va de año	2022M03	0,4
06 Sanidad	Variación en lo que va de año	2022M02	0,1
06 Sanidad	Variación en lo que va de año	2022M01	0,0
06 Sanidad	Variación en lo que va de año	2021M12	0,9
06 Sanidad	Variación en lo que va de año	2021M11	0,6
06 Sanidad	Variación en lo que va de año	2021M10	0,5
06 Sanidad	Variación en lo que va de año	2021M09	0,5
06 Sanidad	Variación en lo que va de año	2021M08	0,5
06 Sanidad	Variación en lo que va de año	2021M07	0,5
06 Sanidad	Variación en lo que va de año	2021M06	0,4
06 Sanidad	Variación en lo que va de año	2021M05	0,2
06 Sanidad	Variación en lo que va de año	2021M04	0,1
06 Sanidad	Variación en lo que va de año	2021M03	0,1
06 Sanidad	Variación en lo que va de año	2021M02	-0,1
06 Sanidad	Variación en lo que va de año	2021M01	0,0
06 Sanidad	Variación en lo que va de año	2020M12	0,5
06 Sanidad	Variación en lo que va de año	2020M11	0,4
06 Sanidad	Variación en lo que va de año	2020M10	0,2
07 Transporte	Índice	2025M10	113,453
07 Transporte	Índice	2025M09	113,110
07 Transporte	Índice	2025M08	113,944
07 Transporte	Índice	2025M07	113,721
07 Transporte	Índice	2025M06	112,302
07 Transporte	Índice	2025M05	111,324
07 Transporte	Índice	2025M04	112,476
07 Transporte	Índice	2025M03	112,650
07 Transporte	Índice	2025M02	113,394
07 Transporte	Índice	2025M01	112,727
07 Transporte	Índice	2024M12	111,858
07 Transporte	Índice	2024M11	111,431
07 Transporte	Índice	2024M10	110,802
07 Transporte	Índice	2024M09	110,622
07 Transporte	Índice	2024M08	112,565
07 Transporte	Índice	2024M07	113,440
07 Transporte	Índice	2024M06	113,155
07 Transporte	Índice	2024M05	113,628
07 Transporte	Índice	2024M04	114,355
07 Transporte	Índice	2024M03	113,628
07 Transporte	Índice	2024M02	113,057
07 Transporte	Índice	2024M01	111,269
07 Transporte	Índice	2023M12	111,137
07 Transporte	Índice	2023M11	112,508
07 Transporte	Índice	2023M10	114,176
07 Transporte	Índice	2023M09	115,170
07 Transporte	Índice	2023M08	113,997
07 Transporte	Índice	2023M07	110,807
07 Transporte	Índice	2023M06	110,153
07 Transporte	Índice	2023M05	109,471
07 Transporte	Índice	2023M04	111,156
07 Transporte	Índice	2023M03	110,399
07 Transporte	Índice	2023M02	110,398
07 Transporte	Índice	2023M01	111,388
07 Transporte	Índice	2022M12	106,957
07 Transporte	Índice	2022M11	112,539
07 Transporte	Índice	2022M10	112,593
07 Transporte	Índice	2022M09	110,984
07 Transporte	Índice	2022M08	112,614
07 Transporte	Índice	2022M07	116,952
07 Transporte	Índice	2022M06	119,210
07 Transporte	Índice	2022M05	113,642
07 Transporte	Índice	2022M04	110,466
07 Transporte	Índice	2022M03	116,015
07 Transporte	Índice	2022M02	108,360
07 Transporte	Índice	2022M01	105,464
07 Transporte	Índice	2021M12	103,494
07 Transporte	Índice	2021M11	104,452
07 Transporte	Índice	2021M10	103,442
07 Transporte	Índice	2021M09	101,446
07 Transporte	Índice	2021M08	100,971
07 Transporte	Índice	2021M07	100,681
07 Transporte	Índice	2021M06	100,015
07 Transporte	Índice	2021M05	98,943
07 Transporte	Índice	2021M04	97,889
07 Transporte	Índice	2021M03	97,828
07 Transporte	Índice	2021M02	96,076
07 Transporte	Índice	2021M01	94,764
07 Transporte	Índice	2020M12	93,328
07 Transporte	Índice	2020M11	91,994
07 Transporte	Índice	2020M10	92,101
07 Transporte	Variación mensual	2025M10	0,3
07 Transporte	Variación mensual	2025M09	-0,7
07 Transporte	Variación mensual	2025M08	0,2
07 Transporte	Variación mensual	2025M07	1,3
07 Transporte	Variación mensual	2025M06	0,9
07 Transporte	Variación mensual	2025M05	-1,0
07 Transporte	Variación mensual	2025M04	-0,2
07 Transporte	Variación mensual	2025M03	-0,7
07 Transporte	Variación mensual	2025M02	0,6
07 Transporte	Variación mensual	2025M01	0,8
07 Transporte	Variación mensual	2024M12	0,4
07 Transporte	Variación mensual	2024M11	0,6
07 Transporte	Variación mensual	2024M10	0,2
07 Transporte	Variación mensual	2024M09	-1,7
07 Transporte	Variación mensual	2024M08	-0,8
07 Transporte	Variación mensual	2024M07	0,3
07 Transporte	Variación mensual	2024M06	-0,4
07 Transporte	Variación mensual	2024M05	-0,6
07 Transporte	Variación mensual	2024M04	0,6
07 Transporte	Variación mensual	2024M03	0,5
07 Transporte	Variación mensual	2024M02	1,6
07 Transporte	Variación mensual	2024M01	0,1
07 Transporte	Variación mensual	2023M12	-1,2
07 Transporte	Variación mensual	2023M11	-1,5
07 Transporte	Variación mensual	2023M10	-0,9
07 Transporte	Variación mensual	2023M09	1,0
07 Transporte	Variación mensual	2023M08	2,9
07 Transporte	Variación mensual	2023M07	0,6
07 Transporte	Variación mensual	2023M06	0,6
07 Transporte	Variación mensual	2023M05	-1,5
07 Transporte	Variación mensual	2023M04	0,7
07 Transporte	Variación mensual	2023M03	0,0
07 Transporte	Variación mensual	2023M02	-0,9
07 Transporte	Variación mensual	2023M01	4,1
07 Transporte	Variación mensual	2022M12	-5,0
07 Transporte	Variación mensual	2022M11	0,0
07 Transporte	Variación mensual	2022M10	1,4
07 Transporte	Variación mensual	2022M09	-1,4
07 Transporte	Variación mensual	2022M08	-3,7
07 Transporte	Variación mensual	2022M07	-1,9
07 Transporte	Variación mensual	2022M06	4,9
07 Transporte	Variación mensual	2022M05	2,9
07 Transporte	Variación mensual	2022M04	-4,8
07 Transporte	Variación mensual	2022M03	7,1
07 Transporte	Variación mensual	2022M02	2,7
07 Transporte	Variación mensual	2022M01	1,9
07 Transporte	Variación mensual	2021M12	-0,9
07 Transporte	Variación mensual	2021M11	1,0
07 Transporte	Variación mensual	2021M10	2,0
07 Transporte	Variación mensual	2021M09	0,5
07 Transporte	Variación mensual	2021M08	0,3
07 Transporte	Variación mensual	2021M07	0,7
07 Transporte	Variación mensual	2021M06	1,1
07 Transporte	Variación mensual	2021M05	1,1
07 Transporte	Variación mensual	2021M04	0,1
07 Transporte	Variación mensual	2021M03	1,8
07 Transporte	Variación mensual	2021M02	1,4
07 Transporte	Variación mensual	2021M01	1,5
07 Transporte	Variación mensual	2020M12	1,4
07 Transporte	Variación mensual	2020M11	-0,1
07 Transporte	Variación mensual	2020M10	-0,3
07 Transporte	Variación anual	2025M10	2,4
07 Transporte	Variación anual	2025M09	2,2
07 Transporte	Variación anual	2025M08	1,2
07 Transporte	Variación anual	2025M07	0,2
